"Temperature"	"Alcohol_Percentage"
61.251791877415	4.5337288008473
61.9735235512233	3.93590755622137
63.4240524775148	3.16879099356176
63.2331752431013	3.68332649947499
63.3608458266866	3.29416332260193
61.6704635116046	3.8550530083032
64.1005645830959	3.29560319898079
59.1157475605687	5.84436064115629
63.9760915216726	3.46143412803749
64.1135834511419	3.10051342634363
59.7593358270119	4.26270055223571
59.1325076638231	6.42864538746957
64.1276806752181	2.84866970174851
59.9424205974854	4.7488629735323
62.7588999186069	3.85561500726755
61.132679287567	4.35202886469722
63.4756524752729	3.296153056749
62.4934789806394	3.56563468985331
57.4795511510409	-15.3846153846154
63.9920129478083	3.40137939091045
61.2224242517138	4.75892828858223
62.9407553745311	4.27206115267794
55.1402981052037	6.38044262010193
63.4742992261045	3.0524318231948
61.0702385500282	4.39031006106053
64.5719766473059	3.2512053064187
51.4657637527644	6.63753093624179
64.5607425076258	3.15843443341532
61.1520838787589	5.004385512792
64.4203436864772	3.05307480073346
63.8555661294429	3.24343592626831
62.8919815202016	3.69631110940391
58.0912332299963	6.31433361896184
